shot_id,loc_x,loc_y,minutes_remaining,seconds_remaining,period,playoffs,shot_distance,seconds_left_in_period,game_year,game_month,game_dayofweek,action_type,combined_shot_type,season,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,opponent,home_away
27680,-130,137,10,49,2,1,18,649,2004,6,1,Jump Shot,Jump Shot,2003-04,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,DET,home
27681,0,0,9,30,2,1,0,570,2004,6,1,Layup Shot,Layup,2003-04,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DET,home
27684,-39,196,1,36,2,1,19,96,2004,6,1,Jump Shot,Jump Shot,2003-04,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,DET,home
27688,-172,61,5,46,3,1,18,346,2004,6,1,Jump Shot,Jump Shot,2003-04,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,DET,home
27706,-189,84,10,33,1,1,20,633,2004,6,3,Jump Shot,Jump Shot,2003-04,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,DET,away
27709,-230,68,3,20,2,1,23,200,2004,6,3,Jump Shot,Jump Shot,2003-04,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,DET,away
27720,-148,58,11,1,1,1,15,661,2004,6,6,Jump Shot,Jump Shot,2003-04,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,DET,away
27722,187,-6,5,50,1,1,18,350,2004,6,6,Jump Shot,Jump Shot,2003-04,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,DET,away
27733,105,58,7,44,3,1,11,464,2004,6,6,Running Jump Shot,Jump Shot,2003-04,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,DET,away
27734,-48,250,7,4,3,1,25,424,2004,6,6,Running Jump Shot,Jump Shot,2003-04,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,DET,away
27739,-232,-1,9,32,4,1,23,572,2004,6,6,Jump Shot,Jump Shot,2003-04,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,DET,away
27746,0,0,6,14,1,1,0,374,2004,6,1,Layup Shot,Layup,2003-04,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DET,away
27751,0,0,8,58,2,1,0,538,2004,6,1,Dunk Shot,Dunk,2003-04,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DET,away
27755,103,168,0,45,2,1,19,45,2004,6,1,Jump Shot,Jump Shot,2003-04,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,DET,away
27777,-148,94,8,25,4,1,17,505,2006,4,6,Turnaround Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,PHX,away
27783,-189,178,0,17,4,1,25,17,2006,4,6,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,PHX,away
27795,-148,105,5,33,3,1,18,333,2006,4,2,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,PHX,away
27805,133,141,7,23,4,1,19,443,2006,4,2,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,PHX,away
27811,10,59,7,52,1,1,5,472,2006,4,4,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,PHX,home
27815,71,15,6,17,2,1,7,377,2006,4,4,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,PHX,home
27823,-179,95,6,36,4,1,20,396,2006,4,4,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,PHX,home
27856,-95,146,9,35,4,1,17,575,2006,5,1,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,PHX,away
27873,87,145,7,21,3,1,16,441,2006,5,3,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,PHX,home
27883,-56,202,2,24,4,1,20,144,2006,5,3,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,PHX,home
27885,0,0,0,29,4,1,0,29,2006,5,3,Driving Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,home
27887,0,0,4,43,5,1,0,283,2006,5,3,Driving Finger Roll Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,home
27899,-177,171,9,23,2,1,24,563,2006,5,5,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,PHX,away
27921,164,117,4,34,2,1,20,274,2007,4,6,Jump Shot,Jump Shot,2006-07,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,PHX,away
27924,187,176,1,57,2,1,25,117,2007,4,6,Jump Shot,Jump Shot,2006-07,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,PHX,away
27927,-197,156,9,47,3,1,25,587,2007,4,6,Jump Shot,Jump Shot,2006-07,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,PHX,away
27929,141,110,3,47,3,1,17,227,2007,4,6,Jump Shot,Jump Shot,2006-07,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,PHX,away
27932,158,202,0,29,3,1,25,29,2007,4,6,Jump Shot,Jump Shot,2006-07,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,PHX,away
27943,0,0,9,57,1,1,0,597,2007,4,1,Layup Shot,Layup,2006-07,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,away
27945,0,0,7,25,1,1,0,445,2007,4,1,Layup Shot,Layup,2006-07,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,away
27952,186,178,9,49,3,1,25,589,2007,4,1,Jump Shot,Jump Shot,2006-07,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,PHX,away
27957,-2,69,8,25,1,1,6,505,2007,4,3,Running Jump Shot,Jump Shot,2006-07,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,PHX,home
27960,89,186,0,51,1,1,20,51,2007,4,3,Jump Shot,Jump Shot,2006-07,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,PHX,home
27966,-52,168,6,9,3,1,17,369,2007,4,3,Jump Shot,Jump Shot,2006-07,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,PHX,home
27968,0,0,5,21,3,1,0,321,2007,4,3,Driving Layup Shot,Layup,2006-07,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,home
27980,0,0,3,29,4,1,0,209,2007,4,3,Driving Layup Shot,Layup,2006-07,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,home
27984,126,35,6,11,1,1,13,371,2007,4,6,Jump Shot,Jump Shot,2006-07,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,PHX,home
27994,112,122,8,6,2,1,16,486,2007,4,6,Jump Shot,Jump Shot,2006-07,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,PHX,home
27995,0,0,3,23,2,1,0,203,2007,4,6,Layup Shot,Layup,2006-07,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,home
28002,0,0,0,43,3,1,0,43,2007,4,6,Driving Layup Shot,Layup,2006-07,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,home
28004,0,0,9,57,4,1,0,597,2007,4,6,Reverse Layup Shot,Layup,2006-07,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,home
28006,43,74,1,49,4,1,8,109,2007,4,6,Jump Shot,Jump Shot,2006-07,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,PHX,home
28028,-84,35,1,59,3,1,9,119,2007,5,2,Jump Bank Shot,Jump Shot,2006-07,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,PHX,away
28042,0,0,10,12,1,1,0,612,2008,4,6,Driving Reverse Layup Shot,Layup,2007-08,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,home
28043,0,0,8,45,1,1,0,525,2008,4,6,Layup Shot,Layup,2007-08,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,home
28055,-138,130,5,18,3,1,18,318,2008,4,6,Fadeaway Jump Shot,Jump Shot,2007-08,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,DEN,home
28061,0,0,7,16,4,1,0,436,2008,4,6,Layup Shot,Layup,2007-08,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,home
28063,-133,133,4,3,4,1,18,243,2008,4,6,Turnaround Jump Shot,Jump Shot,2007-08,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,DEN,home
28077,87,240,5,56,2,1,25,356,2008,4,2,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DEN,home
28090,0,0,3,43,4,1,0,223,2008,4,2,Driving Reverse Layup Shot,Layup,2007-08,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,home
28093,186,168,8,17,1,1,25,497,2008,4,5,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DEN,away
28095,5,263,3,59,1,1,26,239,2008,4,5,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,DEN,away
28096,6,107,2,22,1,1,10,142,2008,4,5,Running Jump Shot,Jump Shot,2007-08,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,DEN,away
28098,0,0,4,56,2,1,0,296,2008,4,5,Dunk Shot,Dunk,2007-08,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,away
28099,8,63,3,48,2,1,6,228,2008,4,5,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,DEN,away
28111,158,194,2,31,4,1,25,151,2008,4,5,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DEN,away
28115,172,191,3,34,1,1,25,214,2008,4,0,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DEN,away
28123,-210,143,11,27,3,1,25,687,2008,4,0,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DEN,away
28125,143,141,7,14,3,1,20,434,2008,4,0,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,DEN,away
28126,0,0,6,19,3,1,0,379,2008,4,0,Driving Layup Shot,Layup,2007-08,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,away
28129,0,0,6,48,4,1,0,408,2008,4,0,Driving Layup Shot,Layup,2007-08,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,away
28131,236,87,4,35,4,1,25,275,2008,4,0,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,DEN,away
28139,227,40,4,13,1,1,23,253,2008,5,6,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,UTA,home
28146,51,117,8,33,4,1,12,513,2008,5,6,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,UTA,home
28153,115,53,9,15,1,1,12,555,2008,5,2,Pullup Jump shot,Jump Shot,2007-08,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,UTA,home
28155,-174,184,4,39,1,1,25,279,2008,5,2,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,UTA,home
28160,-56,22,8,46,3,1,6,526,2008,5,2,Turnaround Jump Shot,Jump Shot,2007-08,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,UTA,home
28166,90,135,7,1,4,1,16,421,2008,5,2,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,UTA,home
28167,-2,48,3,52,4,1,4,232,2008,5,2,Floating Jump shot,Jump Shot,2007-08,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,UTA,home
28176,-44,56,8,46,3,1,7,526,2008,5,4,Running Jump Shot,Jump Shot,2007-08,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,UTA,away
28185,5,141,5,2,4,1,14,302,2008,5,4,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,UTA,away
28187,0,0,3,41,4,1,0,221,2008,5,4,Driving Layup Shot,Layup,2007-08,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,away
28195,0,0,5,19,1,1,0,319,2008,5,6,Driving Layup Shot,Layup,2007-08,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,away
28203,-90,158,0,1,2,1,18,1,2008,5,6,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,UTA,away
28206,-100,171,5,31,3,1,19,331,2008,5,6,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,UTA,away
28209,21,48,1,21,3,1,5,81,2008,5,6,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,UTA,away
28210,161,194,8,0,4,1,25,480,2008,5,6,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,UTA,away
28211,118,219,4,37,4,1,24,277,2008,5,6,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,UTA,away
28216,-74,202,4,31,5,1,21,271,2008,5,6,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,UTA,away
28234,172,92,8,34,1,1,19,514,2008,5,4,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,UTA,away
28235,0,0,6,15,1,1,0,375,2008,5,4,Driving Layup Shot,Layup,2007-08,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,away
28248,153,201,4,54,4,1,25,294,2008,5,4,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,UTA,away
28255,-103,143,10,59,3,1,17,659,2008,5,2,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,SAS,home
28266,-59,186,10,0,4,1,19,600,2008,5,2,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,SAS,home
28277,-136,225,1,39,1,1,26,99,2008,5,4,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAS,home
28286,-169,114,10,5,3,1,20,605,2008,5,4,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,SAS,home
28288,-232,28,1,35,3,1,23,95,2008,5,4,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,SAS,home
28289,-140,0,8,9,4,1,14,489,2008,5,4,Turnaround Jump Shot,Jump Shot,2007-08,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SAS,home
28290,158,28,10,10,1,1,16,610,2008,5,6,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAS,away
28296,217,109,1,38,1,1,24,98,2008,5,6,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SAS,away
28300,-3,5,0,51,2,1,0,51,2008,5,6,Driving Layup Shot,Layup,2007-08,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,away
28306,-62,23,7,59,4,1,6,479,2008,5,6,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAS,away
28307,97,225,7,24,4,1,24,444,2008,5,6,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SAS,away
28309,67,237,6,12,4,1,24,372,2008,5,6,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,SAS,away
28327,5,146,7,7,3,1,14,427,2008,5,1,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,SAS,away
28336,105,135,7,4,4,1,17,424,2008,5,1,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAS,away
28345,-10,258,7,1,1,1,25,421,2008,5,3,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,SAS,home
28355,77,122,6,41,3,1,14,401,2008,5,3,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,SAS,home
28361,-182,206,11,45,4,1,27,705,2008,5,3,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAS,home
28362,-138,206,10,57,4,1,24,657,2008,5,3,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAS,home
28374,143,23,6,20,1,1,14,380,2008,6,3,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,BOS,away
28380,113,18,7,13,2,1,11,433,2008,6,3,Pullup Jump shot,Jump Shot,2007-08,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,BOS,away
28381,-10,0,1,8,2,1,1,68,2008,6,3,Layup Shot,Layup,2007-08,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,BOS,away
28393,100,76,10,38,4,1,12,638,2008,6,3,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,BOS,away
28394,186,22,5,45,4,1,18,345,2008,6,3,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,BOS,away
28405,31,158,5,58,2,1,16,358,2008,6,6,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,BOS,away
28413,-145,202,2,14,3,1,24,134,2008,6,6,Jump Shot,Jump Shot,2007-08,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,BOS,away
28426,0,0,3,9,1,1,0,189,2008,6,1,Driving Layup Shot,Layup,2007-08,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,BOS,home
28428,90,105,11,15,2,1,13,675,2008,6,1,Pullup Jump shot,Jump Shot,2007-08,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,BOS,home
28429,0,0,7,6,2,1,0,426,2008,6,1,Driving Layup Shot,Layup,2007-08,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,BOS,home
28442,113,189,6,7,1,1,22,367,2008,6,3,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,BOS,home
28445,128,89,10,58,3,1,15,658,2008,6,3,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,BOS,home
28457,0,0,5,48,4,1,0,348,2008,6,3,Slam Dunk Shot,Dunk,2007-08,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,BOS,home
28459,-2,33,1,30,4,1,3,90,2008,6,3,Driving Layup Shot,Layup,2007-08,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,BOS,home
28462,148,140,9,35,1,1,20,575,2008,6,6,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,BOS,home
28478,-103,94,1,39,4,1,13,99,2008,6,6,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,BOS,home
28490,-141,171,6,15,2,1,22,375,2008,6,1,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,BOS,away
28492,-103,168,11,5,3,1,19,665,2008,6,1,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,BOS,away
28499,169,-3,0,0,3,1,16,0,2008,6,1,Jump Shot,Jump Shot,2007-08,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,BOS,away
28500,-6,12,8,24,4,1,1,504,2008,6,1,Layup Shot,Layup,2007-08,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,BOS,away
28506,0,0,3,32,2,1,0,212,2009,4,6,Driving Layup Shot,Layup,2008-09,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,home
28509,-174,189,1,32,2,1,25,92,2009,4,6,Jump Shot,Jump Shot,2008-09,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,UTA,home
28513,-136,118,1,35,3,1,18,95,2009,4,6,Jump Shot,Jump Shot,2008-09,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,UTA,home
28516,-150,149,4,49,4,1,21,289,2009,4,6,Jump Shot,Jump Shot,2008-09,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,UTA,home
28519,0,0,1,26,4,1,0,86,2009,4,6,Slam Dunk Shot,Dunk,2008-09,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,home
28526,65,69,7,21,3,1,9,441,2009,4,1,Jump Shot,Jump Shot,2008-09,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,UTA,home
28527,-128,30,3,44,3,1,13,224,2009,4,1,Jump Shot,Jump Shot,2008-09,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,UTA,home
28528,141,71,2,26,3,1,15,146,2009,4,1,Jump Bank Shot,Jump Shot,2008-09,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,UTA,home
28533,-27,230,9,55,4,1,23,595,2009,4,1,Jump Shot,Jump Shot,2008-09,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,UTA,home
28547,237,9,11,29,3,1,23,689,2009,4,3,Jump Shot,Jump Shot,2008-09,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,UTA,away
28551,-41,154,8,34,3,1,15,514,2009,4,3,Jump Shot,Jump Shot,2008-09,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,UTA,away
28563,-2,153,9,37,1,1,15,577,2009,4,5,Jump Shot,Jump Shot,2008-09,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,UTA,away
28566,48,154,5,51,1,1,16,351,2009,4,5,Jump Shot,Jump Shot,2008-09,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,UTA,away
28568,10,194,0,34,1,1,19,34,2009,4,5,Jump Shot,Jump Shot,2008-09,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,UTA,away
28580,-67,162,8,45,4,1,17,525,2009,4,5,Jump Shot,Jump Shot,2008-09,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,UTA,away
28589,-114,115,9,0,2,1,16,540,2009,4,0,Jump Shot,Jump Shot,2008-09,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,UTA,home
28590,0,0,8,35,2,1,0,515,2009,4,0,Driving Layup Shot,Layup,2008-09,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,home
28606,-171,132,11,19,1,1,21,679,2009,5,0,Jump Shot,Jump Shot,2008-09,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,HOU,home
28613,-117,242,3,45,2,1,26,225,2009,5,0,Jump Shot,Jump Shot,2008-09,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,HOU,home
28615,-78,69,1,47,2,1,10,107,2009,5,0,Jump Shot,Jump Shot,2008-09,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,HOU,home
28619,0,0,9,40,3,1,0,580,2009,5,0,Layup Shot,Layup,2008-09,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,home
28629,-128,94,9,31,4,1,15,571,2009,5,0,Fadeaway Jump Shot,Jump Shot,2008-09,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,HOU,home
28633,70,170,4,17,4,1,18,257,2009,5,0,Jump Shot,Jump Shot,2008-09,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,HOU,home
28635,0,0,0,42,4,1,0,42,2009,5,0,Driving Layup Shot,Layup,2008-09,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,home
28646,65,80,1,5,1,1,10,65,2009,5,2,Jump Shot,Jump Shot,2008-09,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,HOU,home
28648,32,99,8,1,2,1,10,481,2009,5,2,Turnaround Jump Shot,Jump Shot,2008-09,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,HOU,home
28651,234,3,0,4,2,1,23,4,2009,5,2,Jump Shot,Jump Shot,2008-09,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,HOU,home
28660,0,0,4,46,4,1,0,286,2009,5,2,Driving Layup Shot,Layup,2008-09,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,home
28681,0,0,2,18,3,1,0,138,2009,5,4,Layup Shot,Layup,2008-09,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,away
28693,141,119,8,31,1,1,18,511,2009,5,6,Step Back Jump shot,Jump Shot,2008-09,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,HOU,away
28696,222,19,5,6,1,1,22,306,2009,5,6,Jump Shot,Jump Shot,2008-09,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,HOU,away
28703,-174,131,1,21,2,1,21,81,2009,5,6,Jump Shot,Jump Shot,2008-09,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,HOU,away
28709,-147,208,10,58,1,1,25,658,2009,5,1,Jump Shot,Jump Shot,2008-09,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,HOU,home
28712,0,0,4,2,1,1,0,242,2009,5,1,Driving Reverse Layup Shot,Layup,2008-09,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,home
28718,-155,-16,2,45,2,1,15,165,2009,5,1,Jump Shot,Jump Shot,2008-09,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,HOU,home
28719,-190,34,2,0,2,1,19,120,2009,5,1,Turnaround Jump Shot,Jump Shot,2008-09,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,HOU,home
28727,-34,52,2,56,3,1,6,176,2009,5,1,Jump Shot,Jump Shot,2008-09,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,HOU,home
28730,0,156,8,15,1,1,15,495,2009,5,3,Pullup Jump shot,Jump Shot,2008-09,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,HOU,away
28732,0,0,6,21,1,1,0,381,2009,5,3,Driving Layup Shot,Layup,2008-09,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,away
28740,206,148,3,54,2,1,25,234,2009,5,3,Jump Shot,Jump Shot,2008-09,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,HOU,away
